EventType,MR.GsmNcellBcc,MR.GsmNcellBcch,MR.GsmNcellCarrierRSSI,MR.GsmNcellNcc,MR.LteNcEarfcn,MR.LteNcPci,MR.LteNcRSRP,MR.LteNcRSRQ,MR.LteScCgi,MR.LteScEarfcn,MR.LteScPci,MR.LteScRSRP,MR.LteScRSRQ,MR.UtraCarrierRSSI,MR.UtraCellParameterId,MR.UtraCpichEcNo,MR.UtraCpichRSCP,MmeCode,MmeGroupId,MmeUeS1apId,TimeStamp,endTime,fileFormatVersion,id,jobid,period,reportTime,startTime
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,14,NIL,NIL,NIL,NIL,194,39424,167780274,2017-11-06T01:21:34.914,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,14,NIL,NIL,NIL,NIL,194,39424,167781885,2017-11-06T01:21:35.017,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,49,14,NIL,NIL,NIL,NIL,194,39424,469791238,2017-11-06T01:21:35.091,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,11,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469782580,2017-11-06T01:21:35.115,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,12,46000077256611,19650,350,42,16,NIL,NIL,NIL,NIL,194,39424,167774946,2017-11-06T01:21:35.259,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,57,17,NIL,NIL,NIL,NIL,194,39424,436262494,2017-11-06T01:21:35.298,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,50,9,NIL,NIL,NIL,NIL,194,39424,352362752,2017-11-06T01:21:35.316,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,14,46000077256611,19650,350,45,14,NIL,NIL,NIL,NIL,194,39424,469778098,2017-11-06T01:21:35.382,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,8,46000077256611,19650,350,58,13,NIL,NIL,NIL,NIL,194,39424,352364803,2017-11-06T01:21:35.529,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,8,46000077256611,19650,350,60,14,NIL,NIL,NIL,NIL,194,39424,167798631,2017-11-06T01:21:35.886,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,4,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167823014,2017-11-06T01:21:35.919,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,9,46000077256611,19650,350,47,13,NIL,NIL,NIL,NIL,206,39424,469780699,2017-11-06T01:21:35.956,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,43,10,46000077256611,19650,350,42,15,NIL,NIL,NIL,NIL,194,39424,167834209,2017-11-06T01:21:36.129,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,7,46000077256611,19650,350,56,16,NIL,NIL,NIL,NIL,194,39424,436263669,2017-11-06T01:21:36.231,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,13,46000077256611,19650,350,45,14,NIL,NIL,NIL,NIL,194,39424,469826474,2017-11-06T01:21:36.293,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,9,46000077256611,19650,350,51,14,NIL,NIL,NIL,NIL,210,39424,469808683,2017-11-06T01:21:36.370,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,8,46000077256611,19650,350,58,13,NIL,NIL,NIL,NIL,194,39424,352386306,2017-11-06T01:21:36.379,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,9,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,198,39424,167810650,2017-11-06T01:21:36.738,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,11,46000077256611,19650,350,47,12,NIL,NIL,NIL,NIL,194,39424,469821366,2017-11-06T01:21:36.829,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,50,10,NIL,NIL,NIL,NIL,194,39424,352323930,2017-11-06T01:21:36.917,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167803222,2017-11-06T01:21:36.999,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,11,46000077256611,19650,350,42,16,NIL,NIL,NIL,NIL,194,39424,167802313,2017-11-06T01:21:37.042,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,45,9,NIL,NIL,NIL,NIL,194,39424,469812380,2017-11-06T01:21:37.164,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,7,46000077256611,19650,350,56,15,NIL,NIL,NIL,NIL,194,39424,436209661,2017-11-06T01:21:37.183,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,8,46000077256611,19650,350,48,12,NIL,NIL,NIL,NIL,194,39424,167783032,2017-11-06T01:21:37.465,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,11,46000077256611,19650,350,44,3,NIL,NIL,NIL,NIL,194,39424,352378471,2017-11-06T01:21:37.569,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,7,46000077256611,19650,350,51,10,NIL,NIL,NIL,NIL,194,39424,469831054,2017-11-06T01:21:37.608,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,8,46000077256611,19650,350,60,9,NIL,NIL,NIL,NIL,194,39424,167787382,2017-11-06T01:21:37.610,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,58,12,NIL,NIL,NIL,NIL,194,39424,352352507,2017-11-06T01:21:37.670,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,9,46000077256611,19650,350,46,12,NIL,NIL,NIL,NIL,194,39424,469783651,2017-11-06T01:21:37.671,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,12,46000077256611,19650,350,42,12,NIL,NIL,NIL,NIL,198,39424,167777859,2017-11-06T01:21:37.893,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,14,46000077256611,19650,350,45,9,NIL,NIL,NIL,NIL,210,39424,469834109,2017-11-06T01:21:38.034,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167837555,2017-11-06T01:21:38.052,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,56,15,NIL,NIL,NIL,NIL,194,39424,436260915,2017-11-06T01:21:38.115,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167826733,2017-11-06T01:21:38.478,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,11,46000077256611,19650,350,46,15,NIL,NIL,NIL,NIL,194,39424,469830203,2017-11-06T01:21:38.519,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,10,46000077256611,19650,350,58,13,NIL,NIL,NIL,NIL,194,39424,352359561,2017-11-06T01:21:38.529,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,50,8,NIL,NIL,NIL,NIL,194,39424,352322359,2017-11-06T01:21:38.544,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,12,46000077256611,19650,350,51,13,NIL,NIL,NIL,NIL,194,39424,469775717,2017-11-06T01:21:38.862,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,14,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,210,39424,469769930,2017-11-06T01:21:38.903,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,10,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,194,39424,436236114,2017-11-06T01:21:39.064,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,6,46000077256611,19650,350,54,14,NIL,NIL,NIL,NIL,194,39424,167825451,2017-11-06T01:21:39.142,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,13,46000077256611,19650,350,42,15,NIL,NIL,NIL,NIL,194,39424,167775929,2017-11-06T01:21:39.185,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,8,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167810240,2017-11-06T01:21:39.327,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,10,46000077256611,19650,350,47,14,NIL,NIL,NIL,NIL,194,39424,469769235,2017-11-06T01:21:39.368,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,9,46000077256611,19650,350,58,13,NIL,NIL,NIL,NIL,194,39424,352374919,2017-11-06T01:21:39.380,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,10,46000077256611,19650,350,49,12,NIL,NIL,NIL,NIL,194,39424,167811568,2017-11-06T01:21:39.477,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,12,46000077256611,19650,350,45,13,NIL,NIL,NIL,NIL,194,39424,469796241,2017-11-06T01:21:39.774,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,194,39424,436228908,2017-11-06T01:21:39.994,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,12,46000077256611,19650,350,42,16,NIL,NIL,NIL,NIL,194,39424,167772556,2017-11-06T01:21:40.061,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,10,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469818780,2017-11-06T01:21:40.117,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,13,46000077256611,19650,350,50,10,NIL,NIL,NIL,NIL,194,39424,352383306,2017-11-06T01:21:40.155,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,15,NIL,NIL,NIL,NIL,194,39424,167807858,2017-11-06T01:21:40.190,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,10,46000077256611,19650,350,47,14,NIL,NIL,NIL,NIL,194,39424,469839607,2017-11-06T01:21:40.223,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,59,13,NIL,NIL,NIL,NIL,194,39424,352381575,2017-11-06T01:21:40.240,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,5,46000077256611,19650,350,54,14,NIL,NIL,NIL,NIL,194,39424,167815687,2017-11-06T01:21:40.259,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,9,46000077256611,19650,350,49,12,NIL,NIL,NIL,NIL,194,39424,167806361,2017-11-06T01:21:40.646,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,194,39424,469797974,2017-11-06T01:21:40.686,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,10,46000077256611,19650,350,42,11,NIL,NIL,NIL,NIL,194,39424,167794241,2017-11-06T01:21:40.902,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,6,46000077256611,19650,350,57,10,NIL,NIL,NIL,NIL,194,39424,436229572,2017-11-06T01:21:40.947,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,10,NIL,NIL,NIL,NIL,194,39424,167800569,2017-11-06T01:21:41.050,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,7,46000077256611,19650,350,46,9,NIL,NIL,NIL,NIL,194,39424,469796416,2017-11-06T01:21:41.061,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,57,5,46000077256611,19650,350,59,11,NIL,NIL,NIL,NIL,194,39424,352325492,2017-11-06T01:21:41.129,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,2,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167835954,2017-11-06T01:21:41.272,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,7,46000077256611,19650,350,52,12,NIL,NIL,NIL,NIL,194,39424,469802867,2017-11-06T01:21:41.354,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,6,46000077256611,19650,350,48,10,NIL,NIL,NIL,NIL,194,39424,167779747,2017-11-06T01:21:41.537,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,8,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,194,39424,469797339,2017-11-06T01:21:41.558,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,10,46000077256611,19650,350,42,11,NIL,NIL,NIL,NIL,194,39424,167836934,2017-11-06T01:21:41.761,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,9,46000077256611,19650,350,50,8,NIL,NIL,NIL,NIL,194,39424,352323688,2017-11-06T01:21:41.775,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,8,46000077256611,19650,350,57,16,NIL,NIL,NIL,NIL,194,39424,436244098,2017-11-06T01:21:41.881,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,9,46000077256611,19650,350,47,13,NIL,NIL,NIL,NIL,206,39424,469787876,2017-11-06T01:21:41.902,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,8,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167809400,2017-11-06T01:21:41.923,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,7,46000077256611,19650,350,59,12,NIL,NIL,NIL,NIL,194,39424,352332165,2017-11-06T01:21:41.980,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,5,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,1472,2017-11-06T01:21:42.346,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,14,46000077256611,19650,350,45,15,NIL,NIL,NIL,NIL,194,39424,469830135,2017-11-06T01:21:42.429,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,12,46000077256611,19650,350,42,18,NIL,NIL,NIL,NIL,194,39424,167806355,2017-11-06T01:21:42.620,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,10,46000077256611,19650,350,51,14,NIL,NIL,NIL,NIL,194,39424,469798205,2017-11-06T01:21:42.628,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,13,46000077256611,19650,350,49,13,NIL,NIL,NIL,NIL,194,39424,167782592,2017-11-06T01:21:42.631,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,12,46000077256611,19650,350,47,16,NIL,NIL,NIL,NIL,194,39424,469762622,2017-11-06T01:21:42.781,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,10,46000077256611,19650,350,60,17,NIL,NIL,NIL,NIL,194,39424,167794080,2017-11-06T01:21:42.795,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,9,46000077256611,19650,350,59,13,NIL,NIL,NIL,NIL,194,39424,352327329,2017-11-06T01:21:42.829,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,57,19,NIL,NIL,NIL,NIL,194,39424,436236443,2017-11-06T01:21:42.834,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,15,46000077256611,19650,350,45,10,NIL,NIL,NIL,NIL,194,39424,469840001,2017-11-06T01:21:43.279,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,13,46000077256611,19650,350,50,10,NIL,NIL,NIL,NIL,198,39424,352351527,2017-11-06T01:21:43.382,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,12,46000077256611,19650,350,42,13,NIL,NIL,NIL,NIL,194,39424,167785321,2017-11-06T01:21:43.500,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,11,46000077256611,19650,350,49,13,NIL,NIL,NIL,NIL,194,39424,167818497,2017-11-06T01:21:43.561,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,12,46000077256611,19650,350,46,13,NIL,NIL,NIL,NIL,194,39424,469765321,2017-11-06T01:21:43.650,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,59,12,NIL,NIL,NIL,NIL,194,39424,352349529,2017-11-06T01:21:43.679,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,58,10,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167834247,2017-11-06T01:21:43.683,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,56,13,NIL,NIL,NIL,NIL,194,39424,436211648,2017-11-06T01:21:43.766,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,11,46000077256611,19650,350,51,12,NIL,NIL,NIL,NIL,194,39424,469830568,2017-11-06T01:21:43.884,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,4,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167818847,2017-11-06T01:21:44.118,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,12,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,210,39424,469773052,2017-11-06T01:21:44.148,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,9,46000077256611,19650,350,42,14,NIL,NIL,NIL,NIL,194,39424,167786108,2017-11-06T01:21:44.369,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,6,46000077256611,19650,350,48,11,NIL,NIL,NIL,NIL,194,39424,167799532,2017-11-06T01:21:44.405,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
