EventType,MR.GsmNcellBcc,MR.GsmNcellBcch,MR.GsmNcellCarrierRSSI,MR.GsmNcellNcc,MR.LteNcEarfcn,MR.LteNcPci,MR.LteNcRSRP,MR.LteNcRSRQ,MR.LteScCgi,MR.LteScEarfcn,MR.LteScPci,MR.LteScRSRP,MR.LteScRSRQ,MR.UtraCarrierRSSI,MR.UtraCellParameterId,MR.UtraCpichEcNo,MR.UtraCpichRSCP,MmeCode,MmeGroupId,MmeUeS1apId,TimeStamp,endTime,fileFormatVersion,id,jobid,period,reportTime,startTime
A3,NIL,NIL,NIL,NIL,1650,349,55,9,46000077256611,19650,350,54,6,NIL,NIL,NIL,NIL,194,39424,469769929,2017-11-06T01:16:12.707,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,2,46000077256611,19650,350,54,11,NIL,NIL,NIL,NIL,210,39424,167821845,2017-11-06T01:16:12.828,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,4,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167796708,2017-11-06T01:16:12.954,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,2,46000077256611,19650,350,40,1,NIL,NIL,NIL,NIL,198,39424,352324224,2017-11-06T01:16:12.967,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,8,46000077256611,19650,350,51,7,NIL,NIL,NIL,NIL,210,39424,469811521,2017-11-06T01:16:13.112,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,5,46000077256611,19650,350,52,6,NIL,NIL,NIL,NIL,194,39424,352362797,2017-11-06T01:16:13.170,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,5,NIL,NIL,NIL,NIL,194,39424,436241139,2017-11-06T01:16:13.276,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,5,46000077256611,19650,350,44,1,NIL,NIL,NIL,NIL,206,39424,469796759,2017-11-06T01:16:13.457,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,5,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167777038,2017-11-06T01:16:13.819,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,4,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167786634,2017-11-06T01:16:13.858,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,4,46000077256611,19650,350,40,1,NIL,NIL,NIL,NIL,194,39424,352380954,2017-11-06T01:16:13.948,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,4,46000077256611,19650,350,57,12,NIL,NIL,NIL,NIL,194,39424,469802470,2017-11-06T01:16:13.960,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,5,NIL,NIL,NIL,NIL,194,39424,436211947,2017-11-06T01:16:14.223,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,4,46000077256611,19650,350,44,2,NIL,NIL,NIL,NIL,206,39424,469762259,2017-11-06T01:16:14.304,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,194,39424,469782876,2017-11-06T01:16:14.364,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,7,46000077256611,19650,350,42,3,NIL,NIL,NIL,NIL,194,39424,469832228,2017-11-06T01:16:14.648,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167828195,2017-11-06T01:16:14.700,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,5,46000077256611,19650,350,51,6,NIL,NIL,NIL,NIL,194,39424,352364244,2017-11-06T01:16:14.785,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,39,3,NIL,NIL,NIL,NIL,194,39424,352377907,2017-11-06T01:16:14.844,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167805204,2017-11-06T01:16:14.991,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,56,13,NIL,NIL,NIL,NIL,194,39424,436257501,2017-11-06T01:16:15.174,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,44,10,NIL,NIL,NIL,NIL,194,39424,469836175,2017-11-06T01:16:15.175,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,8,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,194,39424,469768116,2017-11-06T01:16:15.412,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,9,46000077256611,19650,350,54,10,NIL,NIL,NIL,NIL,194,39424,436264445,2017-11-06T01:16:15.547,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167819612,2017-11-06T01:16:15.557,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,14,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469834162,2017-11-06T01:16:15.617,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,8,46000077256611,19650,350,39,8,NIL,NIL,NIL,NIL,194,39424,352327915,2017-11-06T01:16:15.753,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167821091,2017-11-06T01:16:15.958,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,10,46000077256611,19650,350,44,11,NIL,NIL,NIL,NIL,194,39424,469821197,2017-11-06T01:16:16.081,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,8,46000077256611,19650,350,56,14,NIL,NIL,NIL,NIL,194,39424,436256060,2017-11-06T01:16:16.122,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,198,39424,352343776,2017-11-06T01:16:16.380,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,61,10,NIL,NIL,NIL,NIL,198,39424,167817032,2017-11-06T01:16:16.425,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,58,16,NIL,NIL,NIL,NIL,194,39424,469823513,2017-11-06T01:16:16.572,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,352379552,2017-11-06T01:16:16.701,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,12,46000077256611,19650,350,51,9,NIL,NIL,NIL,NIL,194,39424,469831607,2017-11-06T01:16:16.867,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,2,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,198,39424,167772689,2017-11-06T01:16:16.948,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,9,46000077256611,19650,350,45,10,NIL,NIL,NIL,NIL,206,39424,469770487,2017-11-06T01:16:16.949,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,8,46000077256611,19650,350,56,15,NIL,NIL,NIL,NIL,194,39424,436249805,2017-11-06T01:16:17.050,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,11,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,469792545,2017-11-06T01:16:17.051,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,210,39424,167785792,2017-11-06T01:16:17.312,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,8,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,194,39424,469767078,2017-11-06T01:16:17.513,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,9,46000077256611,19650,350,40,8,NIL,NIL,NIL,NIL,194,39424,352359430,2017-11-06T01:16:17.657,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,10,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,198,39424,469823889,2017-11-06T01:16:17.817,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167780840,2017-11-06T01:16:17.997,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,9,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,194,39424,436259226,2017-11-06T01:16:18.000,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,12,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,352332102,2017-11-06T01:16:18.015,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,15,46000077256611,19650,350,52,12,NIL,NIL,NIL,NIL,206,39424,469786742,2017-11-06T01:16:18.118,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167787626,2017-11-06T01:16:18.160,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,8,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,352330439,2017-11-06T01:16:18.585,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,45,11,NIL,NIL,NIL,NIL,194,39424,469804017,2017-11-06T01:16:18.684,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,59,17,NIL,NIL,NIL,NIL,194,39424,469765582,2017-11-06T01:16:18.703,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,5,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167822179,2017-11-06T01:16:18.946,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,9,46000077256611,19650,350,57,18,NIL,NIL,NIL,NIL,194,39424,436218462,2017-11-06T01:16:18.996,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,14,NIL,NIL,NIL,NIL,194,39424,167790288,2017-11-06T01:16:19.029,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,16,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469793562,2017-11-06T01:16:19.391,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,9,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,352364382,2017-11-06T01:16:19.519,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,46,11,46000077256611,19650,350,45,14,NIL,NIL,NIL,NIL,206,39424,469771688,2017-11-06T01:16:19.533,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,14,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,352385173,2017-11-06T01:16:19.631,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,11,46000077256611,19650,350,57,17,NIL,NIL,NIL,NIL,194,39424,469808347,2017-11-06T01:16:19.864,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,56,15,NIL,NIL,NIL,NIL,194,39424,436252852,2017-11-06T01:16:19.879,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,10,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167826708,2017-11-06T01:16:19.900,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,198,39424,167822550,2017-11-06T01:16:19.958,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,13,46000077256611,19650,350,45,11,NIL,NIL,NIL,NIL,206,39424,469767497,2017-11-06T01:16:20.341,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,8,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,352356783,2017-11-06T01:16:20.449,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,13,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469770237,2017-11-06T01:16:20.663,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167807901,2017-11-06T01:16:20.773,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,56,14,NIL,NIL,NIL,NIL,194,39424,436232328,2017-11-06T01:16:20.806,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,7,46000077256611,19650,350,54,13,NIL,NIL,NIL,NIL,194,39424,167835796,2017-11-06T01:16:20.927,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,8,46000077256611,19650,350,57,15,NIL,NIL,NIL,NIL,206,39424,469781183,2017-11-06T01:16:21.037,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,51,11,NIL,NIL,NIL,NIL,194,39424,352336301,2017-11-06T01:16:21.260,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,8,46000077256611,19650,350,39,5,NIL,NIL,NIL,NIL,194,39424,352384028,2017-11-06T01:16:21.399,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,8,46000077256611,19650,350,45,12,NIL,NIL,NIL,NIL,210,39424,469780139,2017-11-06T01:16:21.553,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,8,46000077256611,19650,350,60,13,NIL,NIL,NIL,NIL,194,39424,167824204,2017-11-06T01:16:21.635,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,8,46000077256611,19650,350,56,13,NIL,NIL,NIL,NIL,194,39424,436227021,2017-11-06T01:16:21.765,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,7,46000077256611,19650,350,54,14,NIL,NIL,NIL,NIL,194,39424,167807921,2017-11-06T01:16:21.828,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,14,46000077256611,19650,350,51,12,NIL,NIL,NIL,NIL,194,39424,469801512,2017-11-06T01:16:21.916,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,8,46000077256611,19650,350,56,13,NIL,NIL,NIL,NIL,194,39424,7827,2017-11-06T01:16:22.201,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,7,46000077256611,19650,350,40,5,NIL,NIL,NIL,NIL,194,39424,7828,2017-11-06T01:16:22.329,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,11,46000077256611,19650,350,46,9,NIL,NIL,NIL,NIL,194,39424,7829,2017-11-06T01:16:22.364,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,8,46000077256611,19650,350,60,12,NIL,NIL,NIL,NIL,194,39424,167819351,2017-11-06T01:16:22.487,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,8,46000077256611,19650,350,56,11,NIL,NIL,NIL,NIL,194,39424,436221934,2017-11-06T01:16:22.709,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,6,46000077256611,19650,350,54,12,NIL,NIL,NIL,NIL,194,39424,167829627,2017-11-06T01:16:22.730,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,12,46000077256611,19650,350,51,10,NIL,NIL,NIL,NIL,194,39424,352370669,2017-11-06T01:16:22.865,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,9,46000077256611,19650,350,51,9,NIL,NIL,NIL,NIL,194,39424,469835693,2017-11-06T01:16:23.167,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,44,5,46000077256611,19650,350,41,7,NIL,NIL,NIL,NIL,194,39424,469837209,2017-11-06T01:16:23.275,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,5,46000077256611,19650,350,39,3,NIL,NIL,NIL,NIL,194,39424,352338758,2017-11-06T01:16:23.303,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,5,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167776433,2017-11-06T01:16:23.357,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,5,46000077256611,19650,350,44,7,NIL,NIL,NIL,NIL,194,39424,469808526,2017-11-06T01:16:23.385,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,56,10,NIL,NIL,NIL,NIL,194,39424,469807307,2017-11-06T01:16:23.433,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,6,NIL,NIL,NIL,NIL,194,39424,436254781,2017-11-06T01:16:23.638,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,1,46000077256611,19650,350,54,9,NIL,NIL,NIL,NIL,194,39424,167836605,2017-11-06T01:16:23.640,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,6,46000077256611,19650,350,41,5,NIL,NIL,NIL,NIL,194,39424,469836548,2017-11-06T01:16:24.210,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,9,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167801901,2017-11-06T01:16:24.223,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,43,7,46000077256611,19650,350,42,8,NIL,NIL,NIL,NIL,210,39424,469816435,2017-11-06T01:16:24.226,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,8,46000077256611,19650,350,39,4,NIL,NIL,NIL,NIL,194,39424,352339601,2017-11-06T01:16:24.228,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
