MR.Rip00Rsrp00,MR.Rip00Rsrp01,MR.Rip00Rsrp02,MR.Rip00Rsrp03,MR.Rip00Rsrp04,MR.Rip00Rsrp05,MR.Rip00Rsrp06,MR.Rip00Rsrp07,MR.Rip00Rsrp08,MR.Rip00Rsrp09,MR.Rip00Rsrp10,MR.Rip00Rsrp11,MR.Rip01Rsrp00,MR.Rip01Rsrp01,MR.Rip01Rsrp02,MR.Rip01Rsrp03,MR.Rip01Rsrp04,MR.Rip01Rsrp05,MR.Rip01Rsrp06,MR.Rip01Rsrp07,MR.Rip01Rsrp08,MR.Rip01Rsrp09,MR.Rip01Rsrp10,MR.Rip01Rsrp11,MR.Rip02Rsrp00,MR.Rip02Rsrp01,MR.Rip02Rsrp02,MR.Rip02Rsrp03,MR.Rip02Rsrp04,MR.Rip02Rsrp05,MR.Rip02Rsrp06,MR.Rip02Rsrp07,MR.Rip02Rsrp08,MR.Rip02Rsrp09,MR.Rip02Rsrp10,MR.Rip02Rsrp11,MR.Rip03Rsrp00,MR.Rip03Rsrp01,MR.Rip03Rsrp02,MR.Rip03Rsrp03,MR.Rip03Rsrp04,MR.Rip03Rsrp05,MR.Rip03Rsrp06,MR.Rip03Rsrp07,MR.Rip03Rsrp08,MR.Rip03Rsrp09,MR.Rip03Rsrp10,MR.Rip03Rsrp11,MR.Rip04Rsrp00,MR.Rip04Rsrp01,MR.Rip04Rsrp02,MR.Rip04Rsrp03,MR.Rip04Rsrp04,MR.Rip04Rsrp05,MR.Rip04Rsrp06,MR.Rip04Rsrp07,MR.Rip04Rsrp08,MR.Rip04Rsrp09,MR.Rip04Rsrp10,MR.Rip04Rsrp11,MR.Rip05Rsrp00,MR.Rip05Rsrp01,MR.Rip05Rsrp02,MR.Rip05Rsrp03,MR.Rip05Rsrp04,MR.Rip05Rsrp05,MR.Rip05Rsrp06,MR.Rip05Rsrp07,MR.Rip05Rsrp08,MR.Rip05Rsrp09,MR.Rip05Rsrp10,MR.Rip05Rsrp11,MR.Rip06Rsrp00,MR.Rip06Rsrp01,MR.Rip06Rsrp02,MR.Rip06Rsrp03,MR.Rip06Rsrp04,MR.Rip06Rsrp05,MR.Rip06Rsrp06,MR.Rip06Rsrp07,MR.Rip06Rsrp08,MR.Rip06Rsrp09,MR.Rip06Rsrp10,MR.Rip06Rsrp11,MR.Rip07Rsrp00,MR.Rip07Rsrp01,MR.Rip07Rsrp02,MR.Rip07Rsrp03,MR.Rip07Rsrp04,MR.Rip07Rsrp05,MR.Rip07Rsrp06,MR.Rip07Rsrp07,MR.Rip07Rsrp08,MR.Rip07Rsrp09,MR.Rip07Rsrp10,MR.Rip07Rsrp11,MR.Rip08Rsrp00,MR.Rip08Rsrp01,MR.Rip08Rsrp02,MR.Rip08Rsrp03,MR.Rip08Rsrp04,MR.Rip08Rsrp05,MR.Rip08Rsrp06,MR.Rip08Rsrp07,MR.Rip08Rsrp08,MR.Rip08Rsrp09,MR.Rip08Rsrp10,MR.Rip08Rsrp11,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,26,11,58,84,7,3,1,0,0,31,23,618,1493,2147,2711,3273,620,270,29,0,0,14,2,27,172,156,236,235,59,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
