MR.RSRP.00,MR.RSRP.01,MR.RSRP.02,MR.RSRP.03,MR.RSRP.04,MR.RSRP.05,MR.RSRP.06,MR.RSRP.07,MR.RSRP.08,MR.RSRP.09,MR.RSRP.10,MR.RSRP.11,MR.RSRP.12,MR.RSRP.13,MR.RSRP.14,MR.RSRP.15,MR.RSRP.16,MR.RSRP.17,MR.RSRP.18,MR.RSRP.19,MR.RSRP.20,MR.RSRP.21,MR.RSRP.22,MR.RSRP.23,MR.RSRP.24,MR.RSRP.25,MR.RSRP.26,MR.RSRP.27,MR.RSRP.28,MR.RSRP.29,MR.RSRP.30,MR.RSRP.31,MR.RSRP.32,MR.RSRP.33,MR.RSRP.34,MR.RSRP.35,MR.RSRP.36,MR.RSRP.37,MR.RSRP.38,MR.RSRP.39,MR.RSRP.40,MR.RSRP.41,MR.RSRP.42,MR.RSRP.43,MR.RSRP.44,MR.RSRP.45,MR.RSRP.46,MR.RSRP.47,endTime,fileFormatVersion,id,period,reportTime,startTime
5,15,0,0,9,15,4,4,2,5,8,6,30,134,111,94,298,205,265,229,330,662,397,565,303,504,545,578,592,437,535,863,1018,652,364,905,653,391,231,133,130,92,29,8,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
