MR.Rsrp00Rsrq00,MR.Rsrp00Rsrq01,MR.Rsrp00Rsrq02,MR.Rsrp00Rsrq03,MR.Rsrp00Rsrq04,MR.Rsrp00Rsrq05,MR.Rsrp00Rsrq06,MR.Rsrp00Rsrq07,MR.Rsrp00Rsrq08,MR.Rsrp00Rsrq09,MR.Rsrp01Rsrq00,MR.Rsrp01Rsrq01,MR.Rsrp01Rsrq02,MR.Rsrp01Rsrq03,MR.Rsrp01Rsrq04,MR.Rsrp01Rsrq05,MR.Rsrp01Rsrq06,MR.Rsrp01Rsrq07,MR.Rsrp01Rsrq08,MR.Rsrp01Rsrq09,MR.Rsrp02Rsrq00,MR.Rsrp02Rsrq01,MR.Rsrp02Rsrq02,MR.Rsrp02Rsrq03,MR.Rsrp02Rsrq04,MR.Rsrp02Rsrq05,MR.Rsrp02Rsrq06,MR.Rsrp02Rsrq07,MR.Rsrp02Rsrq08,MR.Rsrp02Rsrq09,MR.Rsrp03Rsrq00,MR.Rsrp03Rsrq01,MR.Rsrp03Rsrq02,MR.Rsrp03Rsrq03,MR.Rsrp03Rsrq04,MR.Rsrp03Rsrq05,MR.Rsrp03Rsrq06,MR.Rsrp03Rsrq07,MR.Rsrp03Rsrq08,MR.Rsrp03Rsrq09,MR.Rsrp04Rsrq00,MR.Rsrp04Rsrq01,MR.Rsrp04Rsrq02,MR.Rsrp04Rsrq03,MR.Rsrp04Rsrq04,MR.Rsrp04Rsrq05,MR.Rsrp04Rsrq06,MR.Rsrp04Rsrq07,MR.Rsrp04Rsrq08,MR.Rsrp04Rsrq09,MR.Rsrp05Rsrq00,MR.Rsrp05Rsrq01,MR.Rsrp05Rsrq02,MR.Rsrp05Rsrq03,MR.Rsrp05Rsrq04,MR.Rsrp05Rsrq05,MR.Rsrp05Rsrq06,MR.Rsrp05Rsrq07,MR.Rsrp05Rsrq08,MR.Rsrp05Rsrq09,MR.Rsrp06Rsrq00,MR.Rsrp06Rsrq01,MR.Rsrp06Rsrq02,MR.Rsrp06Rsrq03,MR.Rsrp06Rsrq04,MR.Rsrp06Rsrq05,MR.Rsrp06Rsrq06,MR.Rsrp06Rsrq07,MR.Rsrp06Rsrq08,MR.Rsrp06Rsrq09,MR.Rsrp07Rsrq00,MR.Rsrp07Rsrq01,MR.Rsrp07Rsrq02,MR.Rsrp07Rsrq03,MR.Rsrp07Rsrq04,MR.Rsrp07Rsrq05,MR.Rsrp07Rsrq06,MR.Rsrp07Rsrq07,MR.Rsrp07Rsrq08,MR.Rsrp07Rsrq09,MR.Rsrp08Rsrq00,MR.Rsrp08Rsrq01,MR.Rsrp08Rsrq02,MR.Rsrp08Rsrq03,MR.Rsrp08Rsrq04,MR.Rsrp08Rsrq05,MR.Rsrp08Rsrq06,MR.Rsrp08Rsrq07,MR.Rsrp08Rsrq08,MR.Rsrp08Rsrq09,MR.Rsrp09Rsrq00,MR.Rsrp09Rsrq01,MR.Rsrp09Rsrq02,MR.Rsrp09Rsrq03,MR.Rsrp09Rsrq04,MR.Rsrp09Rsrq05,MR.Rsrp09Rsrq06,MR.Rsrp09Rsrq07,MR.Rsrp09Rsrq08,MR.Rsrp09Rsrq09,MR.Rsrp10Rsrq00,MR.Rsrp10Rsrq01,MR.Rsrp10Rsrq02,MR.Rsrp10Rsrq03,MR.Rsrp10Rsrq04,MR.Rsrp10Rsrq05,MR.Rsrp10Rsrq06,MR.Rsrp10Rsrq07,MR.Rsrp10Rsrq08,MR.Rsrp10Rsrq09,MR.Rsrp11Rsrq00,MR.Rsrp11Rsrq01,MR.Rsrp11Rsrq02,MR.Rsrp11Rsrq03,MR.Rsrp11Rsrq04,MR.Rsrp11Rsrq05,MR.Rsrp11Rsrq06,MR.Rsrp11Rsrq07,MR.Rsrp11Rsrq08,MR.Rsrp11Rsrq09,endTime,fileFormatVersion,id,period,reportTime,startTime
0,8,20,3,16,1,0,0,0,0,1,5,5,10,4,0,0,0,0,0,4,152,237,114,118,39,3,0,0,0,6,77,405,724,375,96,8,0,0,0,9,165,589,985,424,110,29,3,0,0,0,27,451,1034,1216,202,71,4,0,0,0,84,699,1416,1080,237,73,3,0,0,0,0,44,147,288,141,48,18,0,0,0,0,6,51,139,57,33,5,0,0,0,0,2,2,14,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
