MR.Rip00Rsrq00,MR.Rip00Rsrq01,MR.Rip00Rsrq02,MR.Rip00Rsrq03,MR.Rip00Rsrq04,MR.Rip00Rsrq05,MR.Rip00Rsrq06,MR.Rip00Rsrq07,MR.Rip00Rsrq08,MR.Rip00Rsrq09,MR.Rip01Rsrq00,MR.Rip01Rsrq01,MR.Rip01Rsrq02,MR.Rip01Rsrq03,MR.Rip01Rsrq04,MR.Rip01Rsrq05,MR.Rip01Rsrq06,MR.Rip01Rsrq07,MR.Rip01Rsrq08,MR.Rip01Rsrq09,MR.Rip02Rsrq00,MR.Rip02Rsrq01,MR.Rip02Rsrq02,MR.Rip02Rsrq03,MR.Rip02Rsrq04,MR.Rip02Rsrq05,MR.Rip02Rsrq06,MR.Rip02Rsrq07,MR.Rip02Rsrq08,MR.Rip02Rsrq09,MR.Rip03Rsrq00,MR.Rip03Rsrq01,MR.Rip03Rsrq02,MR.Rip03Rsrq03,MR.Rip03Rsrq04,MR.Rip03Rsrq05,MR.Rip03Rsrq06,MR.Rip03Rsrq07,MR.Rip03Rsrq08,MR.Rip03Rsrq09,MR.Rip04Rsrq00,MR.Rip04Rsrq01,MR.Rip04Rsrq02,MR.Rip04Rsrq03,MR.Rip04Rsrq04,MR.Rip04Rsrq05,MR.Rip04Rsrq06,MR.Rip04Rsrq07,MR.Rip04Rsrq08,MR.Rip04Rsrq09,MR.Rip05Rsrq00,MR.Rip05Rsrq01,MR.Rip05Rsrq02,MR.Rip05Rsrq03,MR.Rip05Rsrq04,MR.Rip05Rsrq05,MR.Rip05Rsrq06,MR.Rip05Rsrq07,MR.Rip05Rsrq08,MR.Rip05Rsrq09,MR.Rip06Rsrq00,MR.Rip06Rsrq01,MR.Rip06Rsrq02,MR.Rip06Rsrq03,MR.Rip06Rsrq04,MR.Rip06Rsrq05,MR.Rip06Rsrq06,MR.Rip06Rsrq07,MR.Rip06Rsrq08,MR.Rip06Rsrq09,MR.Rip07Rsrq00,MR.Rip07Rsrq01,MR.Rip07Rsrq02,MR.Rip07Rsrq03,MR.Rip07Rsrq04,MR.Rip07Rsrq05,MR.Rip07Rsrq06,MR.Rip07Rsrq07,MR.Rip07Rsrq08,MR.Rip07Rsrq09,MR.Rip08Rsrq00,MR.Rip08Rsrq01,MR.Rip08Rsrq02,MR.Rip08Rsrq03,MR.Rip08Rsrq04,MR.Rip08Rsrq05,MR.Rip08Rsrq06,MR.Rip08Rsrq07,MR.Rip08Rsrq08,MR.Rip08Rsrq09,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,14,0,0,0,0,0,1,2,0,10023,1122,16,3,0,0,6,11,23,11,810,94,4,2,0,5,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
