MR.PacketLossRateULQci4.00,MR.PacketLossRateULQci4.01,MR.PacketLossRateULQci4.02,MR.PacketLossRateULQci4.03,MR.PacketLossRateULQci4.04,MR.PacketLossRateULQci4.05,MR.PacketLossRateULQci4.06,MR.PacketLossRateULQci4.07,MR.PacketLossRateULQci4.08,MR.PacketLossRateULQci4.09,MR.PacketLossRateULQci4.10,MR.PacketLossRateULQci4.11,MR.PacketLossRateULQci4.12,MR.PacketLossRateULQci4.13,MR.PacketLossRateULQci4.14,MR.PacketLossRateULQci4.15,MR.PacketLossRateULQci4.16,MR.PacketLossRateULQci4.17,MR.PacketLossRateULQci4.18,MR.PacketLossRateULQci4.19,MR.PacketLossRateULQci4.20,MR.PacketLossRateULQci4.21,MR.PacketLossRateULQci4.22,MR.PacketLossRateULQci4.23,MR.PacketLossRateULQci4.24,MR.PacketLossRateULQci4.25,MR.PacketLossRateULQci4.26,MR.PacketLossRateULQci4.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
