MR.PacketLossRateDLQci7.00,MR.PacketLossRateDLQci7.01,MR.PacketLossRateDLQci7.02,MR.PacketLossRateDLQci7.03,MR.PacketLossRateDLQci7.04,MR.PacketLossRateDLQci7.05,MR.PacketLossRateDLQci7.06,MR.PacketLossRateDLQci7.07,MR.PacketLossRateDLQci7.08,MR.PacketLossRateDLQci7.09,MR.PacketLossRateDLQci7.10,MR.PacketLossRateDLQci7.11,MR.PacketLossRateDLQci7.12,MR.PacketLossRateDLQci7.13,MR.PacketLossRateDLQci7.14,MR.PacketLossRateDLQci7.15,MR.PacketLossRateDLQci7.16,MR.PacketLossRateDLQci7.17,MR.PacketLossRateDLQci7.18,MR.PacketLossRateDLQci7.19,MR.PacketLossRateDLQci7.20,MR.PacketLossRateDLQci7.21,MR.PacketLossRateDLQci7.22,MR.PacketLossRateDLQci7.23,MR.PacketLossRateDLQci7.24,MR.PacketLossRateDLQci7.25,MR.PacketLossRateDLQci7.26,MR.PacketLossRateDLQci7.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
