MR.PacketLossRateULQci9.00,MR.PacketLossRateULQci9.01,MR.PacketLossRateULQci9.02,MR.PacketLossRateULQci9.03,MR.PacketLossRateULQci9.04,MR.PacketLossRateULQci9.05,MR.PacketLossRateULQci9.06,MR.PacketLossRateULQci9.07,MR.PacketLossRateULQci9.08,MR.PacketLossRateULQci9.09,MR.PacketLossRateULQci9.10,MR.PacketLossRateULQci9.11,MR.PacketLossRateULQci9.12,MR.PacketLossRateULQci9.13,MR.PacketLossRateULQci9.14,MR.PacketLossRateULQci9.15,MR.PacketLossRateULQci9.16,MR.PacketLossRateULQci9.17,MR.PacketLossRateULQci9.18,MR.PacketLossRateULQci9.19,MR.PacketLossRateULQci9.20,MR.PacketLossRateULQci9.21,MR.PacketLossRateULQci9.22,MR.PacketLossRateULQci9.23,MR.PacketLossRateULQci9.24,MR.PacketLossRateULQci9.25,MR.PacketLossRateULQci9.26,MR.PacketLossRateULQci9.27,endTime,fileFormatVersion,id,period,reportTime,startTime
2994,7155,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
