MR.Tadv.00,MR.Tadv.01,MR.Tadv.02,MR.Tadv.03,MR.Tadv.04,MR.Tadv.05,MR.Tadv.06,MR.Tadv.07,MR.Tadv.08,MR.Tadv.09,MR.Tadv.10,MR.Tadv.11,MR.Tadv.12,MR.Tadv.13,MR.Tadv.14,MR.Tadv.15,MR.Tadv.16,MR.Tadv.17,MR.Tadv.18,MR.Tadv.19,MR.Tadv.20,MR.Tadv.21,MR.Tadv.22,MR.Tadv.23,MR.Tadv.24,MR.Tadv.25,MR.Tadv.26,MR.Tadv.27,MR.Tadv.28,MR.Tadv.29,MR.Tadv.30,MR.Tadv.31,MR.Tadv.32,MR.Tadv.33,MR.Tadv.34,MR.Tadv.35,MR.Tadv.36,MR.Tadv.37,MR.Tadv.38,MR.Tadv.39,MR.Tadv.40,MR.Tadv.41,MR.Tadv.42,MR.Tadv.43,MR.Tadv.44,endTime,fileFormatVersion,id,period,reportTime,startTime
127,2,6,265,3506,6490,1802,66,3,1,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
