MR.SinrUL00Rip00,MR.SinrUL00Rip01,MR.SinrUL00Rip02,MR.SinrUL00Rip03,MR.SinrUL00Rip04,MR.SinrUL00Rip05,MR.SinrUL00Rip06,MR.SinrUL00Rip07,MR.SinrUL00Rip08,MR.SinrUL01Rip00,MR.SinrUL01Rip01,MR.SinrUL01Rip02,MR.SinrUL01Rip03,MR.SinrUL01Rip04,MR.SinrUL01Rip05,MR.SinrUL01Rip06,MR.SinrUL01Rip07,MR.SinrUL01Rip08,MR.SinrUL02Rip00,MR.SinrUL02Rip01,MR.SinrUL02Rip02,MR.SinrUL02Rip03,MR.SinrUL02Rip04,MR.SinrUL02Rip05,MR.SinrUL02Rip06,MR.SinrUL02Rip07,MR.SinrUL02Rip08,MR.SinrUL03Rip00,MR.SinrUL03Rip01,MR.SinrUL03Rip02,MR.SinrUL03Rip03,MR.SinrUL03Rip04,MR.SinrUL03Rip05,MR.SinrUL03Rip06,MR.SinrUL03Rip07,MR.SinrUL03Rip08,MR.SinrUL04Rip00,MR.SinrUL04Rip01,MR.SinrUL04Rip02,MR.SinrUL04Rip03,MR.SinrUL04Rip04,MR.SinrUL04Rip05,MR.SinrUL04Rip06,MR.SinrUL04Rip07,MR.SinrUL04Rip08,MR.SinrUL05Rip00,MR.SinrUL05Rip01,MR.SinrUL05Rip02,MR.SinrUL05Rip03,MR.SinrUL05Rip04,MR.SinrUL05Rip05,MR.SinrUL05Rip06,MR.SinrUL05Rip07,MR.SinrUL05Rip08,MR.SinrUL06Rip00,MR.SinrUL06Rip01,MR.SinrUL06Rip02,MR.SinrUL06Rip03,MR.SinrUL06Rip04,MR.SinrUL06Rip05,MR.SinrUL06Rip06,MR.SinrUL06Rip07,MR.SinrUL06Rip08,MR.SinrUL07Rip00,MR.SinrUL07Rip01,MR.SinrUL07Rip02,MR.SinrUL07Rip03,MR.SinrUL07Rip04,MR.SinrUL07Rip05,MR.SinrUL07Rip06,MR.SinrUL07Rip07,MR.SinrUL07Rip08,MR.SinrUL08Rip00,MR.SinrUL08Rip01,MR.SinrUL08Rip02,MR.SinrUL08Rip03,MR.SinrUL08Rip04,MR.SinrUL08Rip05,MR.SinrUL08Rip06,MR.SinrUL08Rip07,MR.SinrUL08Rip08,MR.SinrUL09Rip00,MR.SinrUL09Rip01,MR.SinrUL09Rip02,MR.SinrUL09Rip03,MR.SinrUL09Rip04,MR.SinrUL09Rip05,MR.SinrUL09Rip06,MR.SinrUL09Rip07,MR.SinrUL09Rip08,MR.SinrUL10Rip00,MR.SinrUL10Rip01,MR.SinrUL10Rip02,MR.SinrUL10Rip03,MR.SinrUL10Rip04,MR.SinrUL10Rip05,MR.SinrUL10Rip06,MR.SinrUL10Rip07,MR.SinrUL10Rip08,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
