MR.AOA.00,MR.AOA.01,MR.AOA.02,MR.AOA.03,MR.AOA.04,MR.AOA.05,MR.AOA.06,MR.AOA.07,MR.AOA.08,MR.AOA.09,MR.AOA.10,MR.AOA.11,MR.AOA.12,MR.AOA.13,MR.AOA.14,MR.AOA.15,MR.AOA.16,MR.AOA.17,MR.AOA.18,MR.AOA.19,MR.AOA.20,MR.AOA.21,MR.AOA.22,MR.AOA.23,MR.AOA.24,MR.AOA.25,MR.AOA.26,MR.AOA.27,MR.AOA.28,MR.AOA.29,MR.AOA.30,MR.AOA.31,MR.AOA.32,MR.AOA.33,MR.AOA.34,MR.AOA.35,MR.AOA.36,MR.AOA.37,MR.AOA.38,MR.AOA.39,MR.AOA.40,MR.AOA.41,MR.AOA.42,MR.AOA.43,MR.AOA.44,MR.AOA.45,MR.AOA.46,MR.AOA.47,MR.AOA.48,MR.AOA.49,MR.AOA.50,MR.AOA.51,MR.AOA.52,MR.AOA.53,MR.AOA.54,MR.AOA.55,MR.AOA.56,MR.AOA.57,MR.AOA.58,MR.AOA.59,MR.AOA.60,MR.AOA.61,MR.AOA.62,MR.AOA.63,MR.AOA.64,MR.AOA.65,MR.AOA.66,MR.AOA.67,MR.AOA.68,MR.AOA.69,MR.AOA.70,MR.AOA.71,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
