MR.PacketLossRateULQci8.00,MR.PacketLossRateULQci8.01,MR.PacketLossRateULQci8.02,MR.PacketLossRateULQci8.03,MR.PacketLossRateULQci8.04,MR.PacketLossRateULQci8.05,MR.PacketLossRateULQci8.06,MR.PacketLossRateULQci8.07,MR.PacketLossRateULQci8.08,MR.PacketLossRateULQci8.09,MR.PacketLossRateULQci8.10,MR.PacketLossRateULQci8.11,MR.PacketLossRateULQci8.12,MR.PacketLossRateULQci8.13,MR.PacketLossRateULQci8.14,MR.PacketLossRateULQci8.15,MR.PacketLossRateULQci8.16,MR.PacketLossRateULQci8.17,MR.PacketLossRateULQci8.18,MR.PacketLossRateULQci8.19,MR.PacketLossRateULQci8.20,MR.PacketLossRateULQci8.21,MR.PacketLossRateULQci8.22,MR.PacketLossRateULQci8.23,MR.PacketLossRateULQci8.24,MR.PacketLossRateULQci8.25,MR.PacketLossRateULQci8.26,MR.PacketLossRateULQci8.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
