MR.PowerHeadRoom.00,MR.PowerHeadRoom.01,MR.PowerHeadRoom.02,MR.PowerHeadRoom.03,MR.PowerHeadRoom.04,MR.PowerHeadRoom.05,MR.PowerHeadRoom.06,MR.PowerHeadRoom.07,MR.PowerHeadRoom.08,MR.PowerHeadRoom.09,MR.PowerHeadRoom.10,MR.PowerHeadRoom.11,MR.PowerHeadRoom.12,MR.PowerHeadRoom.13,MR.PowerHeadRoom.14,MR.PowerHeadRoom.15,MR.PowerHeadRoom.16,MR.PowerHeadRoom.17,MR.PowerHeadRoom.18,MR.PowerHeadRoom.19,MR.PowerHeadRoom.20,MR.PowerHeadRoom.21,MR.PowerHeadRoom.22,MR.PowerHeadRoom.23,MR.PowerHeadRoom.24,MR.PowerHeadRoom.25,MR.PowerHeadRoom.26,MR.PowerHeadRoom.27,MR.PowerHeadRoom.28,MR.PowerHeadRoom.29,MR.PowerHeadRoom.30,MR.PowerHeadRoom.31,MR.PowerHeadRoom.32,MR.PowerHeadRoom.33,MR.PowerHeadRoom.34,MR.PowerHeadRoom.35,MR.PowerHeadRoom.36,MR.PowerHeadRoom.37,MR.PowerHeadRoom.38,MR.PowerHeadRoom.39,MR.PowerHeadRoom.40,MR.PowerHeadRoom.41,MR.PowerHeadRoom.42,MR.PowerHeadRoom.43,MR.PowerHeadRoom.44,MR.PowerHeadRoom.45,MR.PowerHeadRoom.46,MR.PowerHeadRoom.47,MR.PowerHeadRoom.48,MR.PowerHeadRoom.49,MR.PowerHeadRoom.50,MR.PowerHeadRoom.51,MR.PowerHeadRoom.52,MR.PowerHeadRoom.53,MR.PowerHeadRoom.54,MR.PowerHeadRoom.55,MR.PowerHeadRoom.56,MR.PowerHeadRoom.57,MR.PowerHeadRoom.58,MR.PowerHeadRoom.59,MR.PowerHeadRoom.60,MR.PowerHeadRoom.61,MR.PowerHeadRoom.62,MR.PowerHeadRoom.63,endTime,fileFormatVersion,id,period,reportTime,startTime
2823,1,4,3,0,2,3,12,23,17,19,13,7,4,22,32,37,56,108,71,37,44,91,134,179,239,261,315,255,262,391,930,614,652,469,586,526,361,373,429,392,275,177,154,197,180,285,221,24,5,4,13,16,7,1,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
