MR.RSRQ.00,MR.RSRQ.01,MR.RSRQ.02,MR.RSRQ.03,MR.RSRQ.04,MR.RSRQ.05,MR.RSRQ.06,MR.RSRQ.07,MR.RSRQ.08,MR.RSRQ.09,MR.RSRQ.10,MR.RSRQ.11,MR.RSRQ.12,MR.RSRQ.13,MR.RSRQ.14,MR.RSRQ.15,MR.RSRQ.16,MR.RSRQ.17,endTime,fileFormatVersion,id,period,reportTime,startTime
20,127,391,914,1544,1974,2512,2177,1497,545,350,195,76,30,4,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
