MR.SinrUL.00,MR.SinrUL.01,MR.SinrUL.02,MR.SinrUL.03,MR.SinrUL.04,MR.SinrUL.05,MR.SinrUL.06,MR.SinrUL.07,MR.SinrUL.08,MR.SinrUL.09,MR.SinrUL.10,MR.SinrUL.11,MR.SinrUL.12,MR.SinrUL.13,MR.SinrUL.14,MR.SinrUL.15,MR.SinrUL.16,MR.SinrUL.17,MR.SinrUL.18,MR.SinrUL.19,MR.SinrUL.20,MR.SinrUL.21,MR.SinrUL.22,MR.SinrUL.23,MR.SinrUL.24,MR.SinrUL.25,MR.SinrUL.26,MR.SinrUL.27,MR.SinrUL.28,MR.SinrUL.29,MR.SinrUL.30,MR.SinrUL.31,MR.SinrUL.32,MR.SinrUL.33,MR.SinrUL.34,MR.SinrUL.35,MR.SinrUL.36,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
