MR.PacketLossRateDLQci9.00,MR.PacketLossRateDLQci9.01,MR.PacketLossRateDLQci9.02,MR.PacketLossRateDLQci9.03,MR.PacketLossRateDLQci9.04,MR.PacketLossRateDLQci9.05,MR.PacketLossRateDLQci9.06,MR.PacketLossRateDLQci9.07,MR.PacketLossRateDLQci9.08,MR.PacketLossRateDLQci9.09,MR.PacketLossRateDLQci9.10,MR.PacketLossRateDLQci9.11,MR.PacketLossRateDLQci9.12,MR.PacketLossRateDLQci9.13,MR.PacketLossRateDLQci9.14,MR.PacketLossRateDLQci9.15,MR.PacketLossRateDLQci9.16,MR.PacketLossRateDLQci9.17,MR.PacketLossRateDLQci9.18,MR.PacketLossRateDLQci9.19,MR.PacketLossRateDLQci9.20,MR.PacketLossRateDLQci9.21,MR.PacketLossRateDLQci9.22,MR.PacketLossRateDLQci9.23,MR.PacketLossRateDLQci9.24,MR.PacketLossRateDLQci9.25,MR.PacketLossRateDLQci9.26,MR.PacketLossRateDLQci9.27,endTime,fileFormatVersion,id,period,reportTime,startTime
4582,7774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
