MR.PacketLossRateDLQci6.00,MR.PacketLossRateDLQci6.01,MR.PacketLossRateDLQci6.02,MR.PacketLossRateDLQci6.03,MR.PacketLossRateDLQci6.04,MR.PacketLossRateDLQci6.05,MR.PacketLossRateDLQci6.06,MR.PacketLossRateDLQci6.07,MR.PacketLossRateDLQci6.08,MR.PacketLossRateDLQci6.09,MR.PacketLossRateDLQci6.10,MR.PacketLossRateDLQci6.11,MR.PacketLossRateDLQci6.12,MR.PacketLossRateDLQci6.13,MR.PacketLossRateDLQci6.14,MR.PacketLossRateDLQci6.15,MR.PacketLossRateDLQci6.16,MR.PacketLossRateDLQci6.17,MR.PacketLossRateDLQci6.18,MR.PacketLossRateDLQci6.19,MR.PacketLossRateDLQci6.20,MR.PacketLossRateDLQci6.21,MR.PacketLossRateDLQci6.22,MR.PacketLossRateDLQci6.23,MR.PacketLossRateDLQci6.24,MR.PacketLossRateDLQci6.25,MR.PacketLossRateDLQci6.26,MR.PacketLossRateDLQci6.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
