MR.PacketLossRateDLQci8.00,MR.PacketLossRateDLQci8.01,MR.PacketLossRateDLQci8.02,MR.PacketLossRateDLQci8.03,MR.PacketLossRateDLQci8.04,MR.PacketLossRateDLQci8.05,MR.PacketLossRateDLQci8.06,MR.PacketLossRateDLQci8.07,MR.PacketLossRateDLQci8.08,MR.PacketLossRateDLQci8.09,MR.PacketLossRateDLQci8.10,MR.PacketLossRateDLQci8.11,MR.PacketLossRateDLQci8.12,MR.PacketLossRateDLQci8.13,MR.PacketLossRateDLQci8.14,MR.PacketLossRateDLQci8.15,MR.PacketLossRateDLQci8.16,MR.PacketLossRateDLQci8.17,MR.PacketLossRateDLQci8.18,MR.PacketLossRateDLQci8.19,MR.PacketLossRateDLQci8.20,MR.PacketLossRateDLQci8.21,MR.PacketLossRateDLQci8.22,MR.PacketLossRateDLQci8.23,MR.PacketLossRateDLQci8.24,MR.PacketLossRateDLQci8.25,MR.PacketLossRateDLQci8.26,MR.PacketLossRateDLQci8.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
