MR.PacketLossRateULQci3.00,MR.PacketLossRateULQci3.01,MR.PacketLossRateULQci3.02,MR.PacketLossRateULQci3.03,MR.PacketLossRateULQci3.04,MR.PacketLossRateULQci3.05,MR.PacketLossRateULQci3.06,MR.PacketLossRateULQci3.07,MR.PacketLossRateULQci3.08,MR.PacketLossRateULQci3.09,MR.PacketLossRateULQci3.10,MR.PacketLossRateULQci3.11,MR.PacketLossRateULQci3.12,MR.PacketLossRateULQci3.13,MR.PacketLossRateULQci3.14,MR.PacketLossRateULQci3.15,MR.PacketLossRateULQci3.16,MR.PacketLossRateULQci3.17,MR.PacketLossRateULQci3.18,MR.PacketLossRateULQci3.19,MR.PacketLossRateULQci3.20,MR.PacketLossRateULQci3.21,MR.PacketLossRateULQci3.22,MR.PacketLossRateULQci3.23,MR.PacketLossRateULQci3.24,MR.PacketLossRateULQci3.25,MR.PacketLossRateULQci3.26,MR.PacketLossRateULQci3.27,endTime,fileFormatVersion,id,period,reportTime,startTime
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06T01:30:00.000,V2.0.0,197776907,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
